Prompt	Category	Challenge	Note	Decisions
a car's wheel crushing a pair of headphones	Vehicles	Fine-grained Detail		gen,gen,ret,ret,ret
a chemtrail passing between two clouds	Outdoor Scenes	Fine-grained Detail		gen,ret,same,gen,ret
a long chemtrail trailing an airplane in a blue sky	Outdoor Scenes	Fine-grained Detail		gen,gen,same,ret,ret
a tennis court with a basketball hoop in one corner	Outdoor Scenes	Fine-grained Detail		ret,gen,gen,ret,ret
a tennis court that is very wet from lots of rain	Outdoor Scenes	Fine-grained Detail		same,same,ret,ret,ret
a rocking chair next to the net of a tennis court	Outdoor Scenes	Fine-grained Detail		gen,gen,ret,same,gen
a ceiling fan with an ornate light fixture	Indoor Scenes	Fine-grained Detail		ret,ret,gen,ret,same
red and yellow balloons hanging from a ceiling fan	Indoor Scenes	Fine-grained Detail		gen,gen,gen,gen,ret
a sidewalk next to a wooden post with a blue '5' painted on top	Outdoor Scenes	Fine-grained Detail		gen,ret,ret,ret,same
a harp with a carved eagle figure at the top	Artifacts	Fine-grained Detail		ret,gen,same,ret,ret
a tuba with red flowers protruding from its bell	Artifacts	Fine-grained Detail		gen,gen,gen,same,ret
an elephant using its trunk to blow into a tuba	Animals	Fine-grained Detail		same,gen,ret,gen,same
The Alamo with bright white clouds above it	World Knowledge	Fine-grained Detail		ret,gen,ret,ret,same
a flock of geese in front of The Alamo	World Knowledge	Fine-grained Detail		gen,gen,ret,gen,same
an old-fashioned windmill surrounded by flowers	Outdoor Scenes	Fine-grained Detail		ret,gen,same,ret,gen
a windmill farm next to a country road	Outdoor Scenes	Fine-grained Detail		ret,ret,same,same,ret
a family of bears passing by the geyser Old Faithful	World Knowledge	Fine-grained Detail		ret,same,gen,ret,ret
an old red truck parked by the geyser Old Faithful	World Knowledge	Fine-grained Detail		ret,ret,same,gen,ret
an inflatable rabbit held up in the air by the geyser Old Faithful	World Knowledge	Fine-grained Detail		gen,ret,gen,gen,same
a Harley-Davidson motorcycle with a flame decal	Vehicles	Fine-grained Detail		gen,gen,gen,gen,gen
a motorcycle in front of an rhinoceros	Vehicles	Fine-grained Detail		ret,gen,gen,ret,ret
a chopper decorated with the Stars and Stripes	Vehicles	Fine-grained Detail		ret,ret,ret,gen,gen
a painting of black and white with a red flower in the right corner	Illustrations	Fine-grained Detail		ret,gen,ret,ret,ret
a gorilla climbing up the side of the Great Pyramid	World Knowledge	Fine-grained Detail		ret,gen,ret,gen,ret
a beat-up truck at the base of the Great Pyramid	World Knowledge	Fine-grained Detail		gen,ret,same,ret,gen
snow covering the Great Pyramid	World Knowledge	Fine-grained Detail		gen,ret,gen,gen,same
the sun setting behind the Parthenon	World Knowledge	Fine-grained Detail		gen,ret,ret,gen,ret
fireworks above the Parthenon	World Knowledge	Fine-grained Detail		ret,same,gen,same,ret
the Millennium Wheel in a snow storm	World Knowledge	Fine-grained Detail		ret,gen,gen,ret,same
a marina with a herd of dolphins playing in it	Outdoor Scenes	Fine-grained Detail		same,ret,same,ret,ret
a volcano exploding next to a marina	Outdoor Scenes	Fine-grained Detail		gen,ret,gen,gen,ret
a team playing baseball at the beach	People	Fine-grained Detail		gen,same,ret,ret,ret
a man standing on a street corner	People	Fine-grained Detail		ret,ret,ret,gen,ret
a crowd of people watching fireworks by a park	People	Fine-grained Detail		ret,ret,gen,same,gen
a crowd of people watching fireworks by a city	People	Fine-grained Detail		same,gen,gen,gen,ret
a smiling man with wavy brown hair and trimmed beard	People	Fine-grained Detail		gen,ret,same,same,gen
a woman with long black hair and dark skin	People	Fine-grained Detail		gen,ret,ret,ret,gen
a woman with long black hair and dark skin in a long white dress	People	Fine-grained Detail		gen,ret,gen,ret,same
a man with long blonde hair, brown eyes and blue jeans	People	Fine-grained Detail		ret,ret,gen,same,ret
an elderly woman with straight hair and metal-rimmed glasses	People	Fine-grained Detail		same,same,gen,same,gen
a man wearing sunglasses and business suit	People	Fine-grained Detail		same,gen,same,gen,ret
a girl with long curly blonde hair and sunglasses	People	Fine-grained Detail		gen,gen,same,gen,same
an old man with a long grey beard and green eyes	People	Fine-grained Detail		ret,ret,ret,gen,same
a woman with tan skin in blue jeans and yellow shirt	People	Fine-grained Detail		gen,gen,ret,gen,ret
a woman with a dog puppet and a cat puppet	People	Fine-grained Detail		gen,gen,gen,gen,gen
a group of skiers are preparing to walk up a sand dune	People	Fine-grained Detail		gen,ret,same,gen,gen
a child eating a birthday cake near some palm trees	People	Fine-grained Detail		gen,gen,gen,ret,ret
a man with wild hair looking into a crystal ball	People	Fine-grained Detail		ret,same,ret,ret,ret
Gandalf saying you shall not pass	World Knowledge	Fine-grained Detail		ret,same,same,ret,gen
a mosquito biting a man	People	Fine-grained Detail		ret,same,ret,gen,gen
a witch riding a broom	People	Fine-grained Detail		same,ret,gen,gen,same
a knight holding a long sword	People	Fine-grained Detail		same,ret,gen,gen,same
a man reading a book with a prism on its cover	People	Fine-grained Detail		ret,gen,gen,gen,ret
a cricket team walking on to the pitch	People	Fine-grained Detail		gen,ret,gen,gen,ret
a cricketer standing next to a wicket	People	Fine-grained Detail		same,same,ret,gen,ret
an elder politician giving a campaign speech	People	Fine-grained Detail		gen,ret,gen,gen,ret
a young girl playing piano	People	Fine-grained Detail		ret,ret,ret,gen,ret
a girl getting a kite out of a tree	People	Fine-grained Detail		gen,ret,gen,ret,ret
a politician giving a speech at a podium	People	Fine-grained Detail		gen,ret,gen,gen,ret
a politician speaking to a large crowd	People	Fine-grained Detail		gen,gen,gen,gen,ret
a child in the air while jumping on a trampoline	People	Fine-grained Detail		ret,same,ret,ret,gen
the Beatles crossing Abbey road	People	Fine-grained Detail		ret,ret,gen,gen,gen
a girl riding an ostrich	People	Fine-grained Detail		gen,ret,ret,ret,gen
a river with people swimming in it as a boat goes by	People	Fine-grained Detail		ret,ret,ret,gen,ret
a selfie of an old man with a white beard	People	Fine-grained Detail		gen,gen,gen,ret,gen
a young girl wearing a tiara and frilly dress	People	Fine-grained Detail		ret,gen,gen,same,ret
a ballet dancer next to a waterfall	People	Fine-grained Detail		ret,gen,gen,ret,same
a judge delivering a sentence to the defendant	People	Fine-grained Detail		gen,same,gen,ret,ret
people packed on a double-decker bus	People	Fine-grained Detail		gen,ret,gen,ret,same
a man riding a camel on the beach	People	Fine-grained Detail		same,gen,ret,gen,gen
a woman singing into a microphone	People	Fine-grained Detail		ret,ret,ret,gen,ret
a child unraveling a roll of toilet paper	People	Fine-grained Detail		gen,ret,ret,gen,ret
a girl examining an ammonite fossil	People	Fine-grained Detail		same,same,gen,ret,gen
a fairy flying over a girl's shoulder	People	Fine-grained Detail		ret,ret,gen,gen,ret
Tibetan priests ringing a bell	People	Fine-grained Detail		gen,same,gen,ret,same
a man sleeping in a hammock	People	Fine-grained Detail		gen,same,ret,ret,gen
a library filled with kids reading books	People	Fine-grained Detail		gen,gen,same,ret,gen
a scientist accepting an award	People	Fine-grained Detail		same,gen,gen,gen,gen
A tornado made of sharks crashing into a skyscraper. painting in the style of Hokusai.	Arts	Imagination		ret,ret,gen,ret,same
A tornado made of sharks crashing into a skyscraper. painting in the style of abstract cubism.	Arts	Imagination		same,ret,ret,same,ret
A tornado made of sharks crashing into a skyscraper. painting in the style of watercolor.	Arts	Imagination		ret,gen,gen,ret,ret
A tornado made of tigers crashing into a skyscraper. painting in the style of Hokusai.	Arts	Imagination		gen,ret,ret,gen,same
A tornado made of tigers crashing into a skyscraper. painting in the style of abstract cubism.	Arts	Imagination		gen,gen,ret,gen,gen
A tornado made of tigers crashing into a skyscraper. painting in the style of watercolor.	Arts	Imagination		ret,ret,gen,ret,ret
A tornado made of bees crashing into a skyscraper. painting in the style of Hokusai.	Arts	Imagination		ret,gen,gen,gen,same
A tornado made of bees crashing into a skyscraper. painting in the style of abstract cubism.	Arts	Imagination		same,same,ret,ret,same
A tornado made of bees crashing into a skyscraper. painting in the style of watercolor.	Arts	Imagination		ret,gen,gen,gen,ret
A television made of water that displays an image of a cityscape at night.	Artifacts	Imagination		gen,ret,ret,gen,gen
A photo of a light bulb in outer space traveling the galaxy with a sailing boat inside the light bulb.	Artifacts	Imagination		gen,ret,same,gen,same
A shiny robot wearing a race car suit and black visor stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. comic book illustration.	Illustrations	Imagination		ret,ret,gen,gen,ret
A horse sitting on an astronaut's shoulders.	People	Imagination		same,ret,same,gen,gen
The collision of two black holes in the center of a galaxy.	Abstract	Imagination		ret,same,gen,ret,ret
a super math wizard cat, richly textured oil painting	Arts	Imagination		gen,ret,gen,same,ret
A group of farm animals (cows, sheep, and pigs) made out of cheese and ham, on a wooden board. There is a dog in the background eyeing the board hungrily.	Food & Beverage	Imagination		gen,gen,gen,gen,gen
A giant cobra snake made from corn	Animals	Imagination		same,ret,same,gen,ret
A giant cobra snake made from sushi	Animals	Imagination		ret,gen,same,gen,ret
A giant cobra snake made from pancakes	Animals	Imagination		gen,same,ret,gen,ret
A giant cobra snake made from salad	Animals	Imagination		gen,ret,gen,gen,ret
A photo of an astronaut riding a horse in the forest. There is a river in front of them with water lilies.	People	Imagination		ret,ret,ret,gen,gen
A rhino beetle this size of a tank grapples a real life passenger airplane on the tarmac	Animals	Imagination		ret,gen,gen,ret,gen
a massive robot with a coffee cup head. it is standing in the street with one foot smashing a car.	Artifacts	Imagination		same,same,gen,gen,ret
A large city fountain that has milk instead of water. Several cats are leaning into the fountain.	Outdoor Scenes	Imagination		ret,gen,gen,ret,ret
A bowl of soup that looks like a monster knitted out of wool	Food & Beverage	Imagination		gen,ret,ret,ret,ret
A bowl of soup that looks like a monster made out of plasticine	Food & Beverage	Imagination		gen,ret,ret,ret,ret
A bowl of soup that looks like a monster spray-painted on a wall	Food & Beverage	Imagination		gen,ret,ret,gen,gen
A bowl of soup that looks like a monster with tofu says deep learning	Food & Beverage	Imagination		same,ret,ret,gen,ret
The 1970s logo for a london-area football club called "The Rumbury Wanderers"	World Knowledge	Imagination		gen,ret,gen,same,same
a swordfish and a narwhal fencing in an underwater sandy arena. a crap and a lobster are cheering.	Animals	Imagination		same,ret,ret,gen,gen
A castle made of tortilla chips, in a river made of salsa. There are tiny burritos walking around the castle	Food & Beverage	Imagination		same,gen,gen,gen,gen
A city in 4-dimensional space-time	Abstract	Imagination		gen,gen,gen,same,same
A high resolution photo of a rat working out in a gym.	Animals	Imagination		ret,ret,gen,ret,ret
A high resolution photo of a chicken working out in a gym.	Animals	Imagination		gen,gen,gen,ret,ret
a dump truck filled with soccer balls scuba diving in a coral reef.	Vehicles	Imagination		gen,ret,ret,ret,same
a yellow dump truck filled with soccer balls driving in a coral reef. a blue whale looms in the background.	Vehicles	Imagination		ret,ret,ret,gen,ret
A photo of llama wearing sunglasses standing on the deck of a spaceship with the Earth in the background.	Animals	Imagination		same,ret,gen,gen,gen
A high resolution photo of a large bowl of ramen. There are several origami boats in the ramen of different colors.	Food & Beverage	Imagination		ret,ret,gen,gen,ret
an elf drinking orange juice through a straw of a giant orange next to a squirrel and an owl watching from above	Animals	Imagination	Concept from an old children's book	ret,ret,ret,ret,gen
An alien octopus floats through a portal reading a newspaper. DSLR photo.	Animals	Imagination		ret,ret,ret,gen,gen
A photo of an astronaut riding a horse in the forest.	People	Imagination		gen,ret,same,ret,gen
A photograph of a bird made of wheat bread and an egg.	Animals	Imagination		gen,ret,gen,gen,same
a horse corral with tigers standing in each stall	Animals	Imagination		ret,same,gen,gen,ret
a bike rack with some bike locks attached to it but no bicycles	Vehicles	Imagination		ret,ret,ret,ret,ret
A red dragon dressed in a tuxedo and playing chess. The chess pieces are fashioned after robots.	Animals	Imagination		same,ret,gen,ret,gen
An oil painting of a two-story house lifting off the ground like a rocket.	Arts	Imagination		same,same,same,ret,ret
a portrait of a postal worker who has forgotten their mailbag	People	Imagination		gen,ret,gen,same,ret
a politician wearing a soccer jersey and holding a volleyball while giving a speech on a stage	People	Imagination		gen,ret,gen,gen,ret
a kangaroo hopping in the air between two identical large statues of warrior rabbits	Animals	Imagination		gen,gen,gen,ret,gen
a impressionistic painting of a scholarly badger reading the Rosetta Stone	World Knowledge	Imagination		ret,ret,ret,ret,ret
A black dragon perched on top of a tall Egyptian obelisk and breathing flames at a knight on the ground	Animals	Imagination		same,ret,gen,ret,gen
a photograph of a knight in shining armor holding a basketball	People	Imagination		gen,ret,gen,ret,ret
Dogs playing poker	Animals	Imagination	Description of "Dogs Playing Poker"	ret,ret,same,ret,gen
Dogs sitting around a poker table	Animals	Imagination	Description of "Dogs Playing Poker"	gen,same,ret,gen,gen
Dogs sitting around a poker table with beer bottles and chips. Their hands are holding cards.	Animals	Imagination	Description of "Dogs Playing Poker"	gen,gen,gen,gen,ret
Salvador Dalí with a robotic half face	People	Imagination	DALL-E 2	ret,gen,ret,ret,ret
an espresso machine that makes coffee from human souls	Artifacts	Imagination	DALL-E 2	gen,ret,same,same,gen
panda mad scientist	Animals	Imagination	DALL-E 2	ret,ret,gen,ret,gen
a snail made of harp	Animals	Imagination	DALL-E	same,gen,ret,gen,gen
a giraffe made of turtle	Animals	Imagination	DALL-E	ret,gen,ret,gen,gen
a giraffe imitating a turtle	Animals	Imagination	DALL-E	ret,gen,ret,gen,gen
a cube made of porcupine	Illustrations	Imagination	DALL-E	same,gen,same,gen,gen
a watermelon chair	Artifacts	Imagination		same,ret,ret,gen,ret
a giant gorilla at the top of the Empire State Building	World Knowledge	Imagination		ret,ret,gen,gen,gen
a spaceship that looks like the Sydney Opera House	Vehicles	Imagination		ret,ret,gen,ret,gen
a hedgehog using a calculator	Animals	Imagination	GLIDE	gen,ret,ret,gen,gen
a cat playing checkers	Animals	Imagination		ret,ret,gen,gen,gen
a hamster dragon	Animals	Imagination		gen,gen,gen,ret,gen
a futuristic city	Outdoor Scenes	Imagination	GLIDE	gen,same,ret,gen,gen
corgi pizza	Animals	Imagination		gen,ret,gen,gen,ret
a clock with no hands	Artifacts	Imagination		ret,same,gen,gen,ret
a baby daikon radish in a tutu	Produce & Plants	Imagination	DALL-E	same,same,ret,gen,ret
a chimpanzee sitting on a wooden bench	Animals	Imagination		same,ret,ret,gen,ret
a smiling banana wearing a bandana	Produce & Plants	Imagination		gen,ret,ret,ret,ret
an orange wearing a cowboy hat	Produce & Plants	Imagination		gen,ret,ret,gen,gen
a cat drinking a pint of beer	Animals	Imagination		gen,ret,gen,ret,ret
a train going to the moon	Vehicles	Imagination		ret,ret,ret,gen,ret
a subway train in an empty station	Vehicles	Imagination		same,gen,ret,gen,gen
a cow jumping over the moon	Animals	Imagination		gen,gen,ret,same,gen
a cat sitting in a car seat	Animals	Imagination		ret,same,ret,ret,gen
a friendly car	Vehicles	Imagination		ret,gen,gen,same,ret
two cats doing research	Animals	Imagination		ret,gen,ret,gen,gen
a red train is coming down the beach	Vehicles	Imagination		ret,gen,gen,gen,gen
a small kitchen with a white goat in it	Indoor Scenes	Imagination		gen,gen,gen,ret,ret
a giraffe with a funny face	Animals	Imagination		gen,gen,ret,ret,ret
a peaceful lakeside landscape with migrating herd of sauropods	Outdoor Scenes	Imagination		gen,gen,gen,ret,ret
a cat standing on a horse	Animals	Imagination		ret,gen,gen,ret,ret
a horse standing on an elephant	Animals	Imagination		gen,ret,gen,ret,ret
a cat chasing a horse	Animals	Imagination		gen,gen,gen,gen,gen
a horse chasing a cat	Animals	Imagination		gen,ret,gen,ret,ret
a cat with four eyes	Animals	Imagination		gen,ret,gen,ret,ret
a sword slicing through a loaf of bread	Artifacts	Imagination		ret,gen,ret,gen,gen
a sword slicing through pouring milk	Artifacts	Imagination		gen,ret,gen,ret,gen
a coffee mug floating in the sky	Artifacts	Imagination		ret,same,gen,gen
a pig face with an eye patch	Animals	Imagination		gen,gen,ret,gen,gen
a stork playing a violin	Animals	Imagination		gen,ret,gen,ret,gen
a TV on a horse	Artifacts	Imagination		ret,same,ret,same,ret
a Christmas tree on a toy train	Artifacts	Imagination		gen,same,gen,same,gen
The Statue of Liberty with the face of an owl	World Knowledge	Imagination		same,ret,gen,same,ret
a zebra with blue stripes	Animals	Imagination		gen,gen,gen,same,gen
a zebra with alternating blue and red stripes	Animals	Imagination		gen,gen,ret,ret,ret
a yellow tiger with blue stripes	Animals	Imagination		gen,gen,same,same,gen
a tiger wearing a tuxedo	Animals	Imagination		same,gen,gen,gen,gen
the statue of Liberty next to the Washington Monument	World Knowledge	Imagination		same,gen,same,gen,same
a koi fish flying in the sky	Animals	Imagination		gen,gen,gen,ret,gen
a pineapple surfing on a wave	Produce & Plants	Imagination		ret,ret,ret,ret,ret
a toaster shaking hands with a microwave	Artifacts	Imagination		same,gen,gen,gen,same
blue apples on a tree with yellow leaves	Produce & Plants	Imagination		ret,same,gen,gen,gen
square blue apples on a tree with circular yellow leaves	Produce & Plants	Imagination		ret,same,gen,same,gen
square red apples on a tree with circular green leaves	Produce & Plants	Imagination		ret,gen,same,gen,same
a pirate ship landing on the moon	Vehicles	Imagination		gen,ret,gen,gen,gen
a turkey walking in the kitchen	Animals	Imagination		gen,gen,ret,same,ret
a horned owl with a graduation cap and diploma	Animals	Imagination		gen,gen,ret,same,gen
a panda bear with aviator glasses on its head	Animals	Imagination		gen,ret,ret,ret,gen
a nerdy bear wearing glasses and a bowtie	Animals	Imagination		gen,gen,gen,same,gen
a volcano spewing fish into the sky	Outdoor Scenes	Imagination		ret,gen,gen,ret,ret
a tree with leaves that look like purple balloons	Produce & Plants	Imagination		ret,ret,same,ret,gen
a pony with a shooting star on its flank	Animals	Imagination		gen,gen,gen,ret,gen
a half moon in the day sky	Outdoor Scenes	Imagination		ret,ret,ret,ret,ret
the moon with a smiling face	Outdoor Scenes	Imagination		gen,ret,same,same,gen
a tornado with a house carried along at its top	Outdoor Scenes	Imagination		gen,same,gen,ret,gen
a penguin that is a car	Animals	Imagination		gen,ret,ret,gen,gen
a bicycle wheel that is made of red yarn	Vehicles	Imagination		gen,ret,gen,ret,gen
a rabbit sitting on a turtle's back	Animals	Imagination		gen,ret,same,gen,gen
a rabbit wearing a black tophat and monocle	Animals	Imagination		gen,same,same,gen,ret
a full pitcher of beer with an elephant's trunk in it	Food & Beverage	Imagination		gen,ret,gen,gen,gen
an elephant walking on the Great Wall	World Knowledge	Imagination		ret,ret,ret,gen,gen
a spaceship landing on the Great Wall	World Knowledge	Imagination		gen,same,gen,gen,gen
an ocean at the base of the Great Wall	World Knowledge	Imagination		gen,same,same,ret,same
a herd of buffalo stampeding at the Kremlin	World Knowledge	Imagination		same,ret,gen,gen,gen
a pickup truck missing its wheels	Vehicles	Imagination		ret,gen,ret,gen,gen
a flower with a cat's face in the middle	Produce & Plants	Imagination		gen,ret,ret,ret,gen
a flower with large red petals growing on the moon's surface	Produce & Plants	Imagination		same,ret,gen,gen,same
a grand piano next to the net of a tennis court	Outdoor Scenes	Imagination		ret,ret,same,gen,gen
a piano tumbling down a hill	Artifacts	Imagination		ret,ret,same,ret,ret
a drawing of a series of musical notes wrapped around the Earth	Illustrations	Imagination		same,gen,same,gen,ret
a tuba made of flower petals	Artifacts	Imagination		ret,same,gen,ret,same
a spaceship hovering over The Alamo	World Knowledge	Imagination		gen,ret,gen,ret,gen
a motorcycle hanging on a garage wall	Vehicles	Imagination		ret,same,ret,ret,ret
a dragon perched on top of the Great Pyramid	World Knowledge	Imagination		same,ret,ret,gen,gen
a flying boat gliding past the Parthenon	Vehicles	Imagination		ret,ret,ret,gen,ret
the Parthenon in front of the Great Pyramid	World Knowledge	Imagination		gen,same,same,same,ret
a diplodocus standing in front of the Millennium Wheel	World Knowledge	Imagination		gen,gen,ret,ret,gen
a child and a penguin sitting on the moon	People	Imagination		ret,gen,gen,gen,gen
Superman shaking hands with Spiderman	People	Imagination		ret,ret,gen,gen,ret
a man with puppet that looks like a king	People	Imagination		ret,ret,ret,ret,ret
a person with arms like a tree branch	People	Imagination		ret,same,gen,ret,gen
a man riding a cat	People	Imagination		gen,ret,ret,same,gen
a triangle with a smiling face	Illustrations	Imagination		ret,gen,ret,gen,same
a square with an angry face	Illustrations	Imagination		ret,ret,same,ret,ret
a concert without any fans	People	Linguistic Structures	Negation	gen,gen,gen,ret,ret
a summer tree without any leaves	Produce & Plants	Linguistic Structures	Negation	ret,same,same,gen,same
a classroom without any students	People	Linguistic Structures	Negation	gen,same,gen,gen,ret
a bookshelf without any books on it	Artifacts	Linguistic Structures	Negation	gen,gen,ret,same,gen
a shoe rack without any pairs of shoes on it	Artifacts	Linguistic Structures	Negation	gen,same,same,same,ret
a closet without clothes	Artifacts	Linguistic Structures	Negation	same,same,ret,same,same
a plate that has no bananas on it. there is a glass without orange juice next to it.	Food & Beverage	Linguistic Structures	Negation	ret,ret,same,ret,same
A bird gives an apple to a squirrel	Animals	Linguistic Structures	Ditransitive verbs	ret,gen,ret,ret,ret
A squirrel gives an apple to a bird	Animals	Linguistic Structures	Ditransitive verbs	gen,ret,ret,same,ret
A dog gives an apple to a squirrel	Animals	Linguistic Structures	Ditransitive verbs	gen,gen,ret,ret,gen
The sculpture rolled off the shelf because it wasn't level	Artifacts	Linguistic Structures	Winograd Schema Challenge	gen,ret,ret,ret,ret
The sculpture rolled off the shelf because it wasn't anchored	Artifacts	Linguistic Structures	Winograd Schema Challenge	gen,gen,same,ret,same
The large ball crashed right through the table because it was made of styrofoam	Artifacts	Linguistic Structures	Winograd Schema Challenge	ret,gen,ret,gen,gen
The large ball crashed right through the table because it was made of steel	Artifacts	Linguistic Structures	Winograd Schema Challenge	gen,gen,gen,gen,ret
The trophy doesn't fit into the brown suitcase because it's too small	Artifacts	Linguistic Structures	Winograd Schema Challenge	ret,same,same,ret,gen
The trophy doesn't fit into the brown suitcase because it's too large	Artifacts	Linguistic Structures	Winograd Schema Challenge	ret,gen,gen,gen,gen
The coach smiled at the player tossed the frisbee	People	Linguistic Structures	https://en.wikipedia.org/wiki/List_of_linguistic_example_sentences	gen,gen,ret,gen,gen
The rat the cat the dog bit chased escaped.	Animals	Linguistic Structures	https://en.wikipedia.org/wiki/List_of_linguistic_example_sentences	ret,gen,ret,ret,ret
To a squirrel, a dog gives an apple.	Animals	Linguistic Structures	Ditransitive verbs	gen,ret,same,gen,same
A man gives a woman a laptop and a boy a book.	People	Linguistic Structures	Ditransitive verbs	ret,gen,gen,gen,ret
A robot gives a wombat an orange and a lemur a banana.	Animals	Linguistic Structures	Ditransitive verbs	same,ret,ret,ret,same
A man sips a latte and a woman a beer.	Food & Beverage	Linguistic Structures		same,gen,gen,gen,gen
A rabbit checks its watch, and so does a gecko.	Animals	Linguistic Structures		gen,ret,gen,ret,gen
A boy holds and a girl paints a piece of wood.	People	Linguistic Structures		ret,gen,ret,gen,ret
A cat that has black fur bats a red Christmas ornament that has silver sparkles.	Animals	Linguistic Structures		gen,gen,ret,ret,gen
The mouse the cat watches is jumping in the air.	Animals	Linguistic Structures		gen,same,gen,ret,gen
Four deer surrounding a moose.	Animals	Linguistic Structures		gen,same,gen,ret,ret
supercalifragilisticexpialidocious	Abstract	Linguistic Structures	Mary Poppins described it as the word to use “when you have nothing to say.”	gen,ret,gen,gen,same
Incomprehensibilities	Abstract	Linguistic Structures		ret,gen,same,gen,ret
Pneumonoultramicroscopicsilicovolcanoconiosis	Abstract	Linguistic Structures	Longest word: "a lung disease caused by inhalation of very fine silicate or quartz dust."	gen,same,same,gen,gen
a large stone pedestal without a statue of a horse on it	Artifacts	Linguistic Structures	Negation	ret,same,gen,gen,ret
a brown mouse laughing at a gray cat because a 16 ton weight is about to fall on its head	Animals	Linguistic Structures		ret,gen,gen,gen,gen
a black dog sitting between a bush and a pair of green pants standing up with nobody inside them	Animals	Linguistic Structures		ret,same,ret,ret,gen
The horse raced past the barn fell	Animals	Linguistic Structures	Garden-path sentences	same,ret,ret,gen,gen
The old man the boat.	People	Linguistic Structures	Garden-path sentences	gen,gen,ret,gen,gen
We painted the wall with cracks.	People	Linguistic Structures	Garden-path sentences	gen,ret,gen,ret,ret
The raft floated down the river sank.	Vehicles	Linguistic Structures	Garden-path sentences	ret,ret,same,ret,ret
Mary gave the child the dog bit a Band-Aid.	People	Linguistic Structures	Garden-path sentences	ret,gen,ret,ret,ret
The man who whistles tunes pianos.	People	Linguistic Structures	Garden-path sentences	same,ret,same,gen,ret
One morning I chased an elephant in my pajamas	People	Linguistic Structures	Syntactic Ambiguities	same,same,gen,same,ret
A tourist is looking at a whale using a binocular	People	Linguistic Structures	Syntactic Ambiguities	ret,gen,ret,gen,ret
The dog chased the cat, which ran up a tree. It waited at the top.	Animals	Linguistic Structures	Winograd Schema Challenge	ret,ret,same,gen,gen
The dog chased the cat, which ran up a tree. It waited at the bottom.	Animals	Linguistic Structures	Winograd Schema Challenge	gen,same,ret,gen,same
An aerial view of Ha Long Bay without any boats	World Knowledge	Linguistic Structures	Negation	same,ret,same,gen,ret
a bench without any cats on it	Artifacts	Linguistic Structures	Negation	gen,same,ret,ret,gen
a laptop no letters on its keyboard	Artifacts	Linguistic Structures	Negation	ret,ret,gen,gen,ret
a subway train with no cows in it	Vehicles	Linguistic Structures	Negation	gen,gen,ret,same,ret
a kitchen without a refrigerator	Indoor Scenes	Linguistic Structures	Negation	gen,gen,gen,ret,gen
several lily pads without frogs	Produce & Plants	Linguistic Structures	Negation	gen,gen,same,same,same
a street without vehicles	Outdoor Scenes	Linguistic Structures	Negation	gen,gen,ret,ret,ret
a house with no windows	Outdoor Scenes	Linguistic Structures	Negation	ret,gen,ret,gen,gen
a car with no windows	Vehicles	Linguistic Structures	Negation	ret,gen,gen,gen,gen
a fish without eyes	Animals	Linguistic Structures	Negation	ret,same,gen,ret,same
a city intersection without cars	Outdoor Scenes	Linguistic Structures	Negation	ret,ret,gen,same,gen
a horse without a rider	Animals	Linguistic Structures	Negation	gen,ret,gen,ret,same
a banana without its peel	Produce & Plants	Linguistic Structures	Negation	ret,ret,gen,gen,ret
a bat landing on a baseball bat	Animals	Linguistic Structures		same,gen,gen,same,gen
a bird landing on a bat	Animals	Linguistic Structures		gen,gen,ret,ret,same
a rowboat without paddles	Vehicles	Linguistic Structures	Negation	same,ret,gen,gen,ret
a harp without any strings	Artifacts	Linguistic Structures	Negation	same,same,same,ret,ret
a marina without any boats in it	Outdoor Scenes	Linguistic Structures	Negation	same,gen,gen,same,ret
Zoomed out view of a giraffe and a zebra in the middle of a field covered with colorful flowers	Animals	Perspective		gen,gen,ret,gen,same
Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		gen,gen,ret,gen,ret
Three-quarters front view of a blue 1977 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		ret,ret,same,gen,same
Three-quarters front view of a blue 1977 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		ret,gen,gen,ret,gen
Three-quarters front view of a red 1997 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		ret,same,gen,ret,ret
Three-quarters front view of a red 1997 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		ret,gen,ret,ret,same
Three-quarters front view of a red 1997 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		ret,gen,ret,same,same
Three-quarters front view of a yellow 2017 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		gen,gen,same,same,ret
Three-quarters front view of a yellow 2017 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		gen,gen,gen,ret,gen
Three-quarters front view of a yellow 2017 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.	Vehicles	Perspective		ret,gen,gen,ret,gen
